productId,productExternalId,productStatus,productName,brandId,categoryIds,productSpecs,productAttributes,productSlug,productImages,skuId,skuName,skuExternalId,skuEan,skuManufacturerCode,skuIsActive,skuWeight,skuDimensions,skuSpecs,skuImages,productTransportModal,productTaxCode,productDescription
,12312313335,active,Bottle of Water,2,1,"[{""name"":""Volume"",""values"":[""1l"",""2l""]}]","[{""name"":""Fabric"",""value"":""Plastic""}]",/bottle-watter-1,"[{""id"":""girasol35.png"",""url"":""https://drive.google.com/uc?id=1YT19jigO7R4W4wLGkvXIngCtrRIol7s1"",""alt"":""girasol21""},{""id"":""girasol36.png"",""url"":""https://files.fm/thumb_show.php?i=vd37ymwx5u"",""alt"":""girasol22""}]",,Bottle Of Water 1l,33131313,776767676,11,true,1000,"{""width"":1.5,""height"":2.1,""length"":1.6}","[{""name"":""Volume"",""value"":""1l""}]","[""girasol35.png""]",1212,11,descriptioExample
,12312313335,active,Bottle of Water,2,1,"[{""name"":""Volume"",""values"":[""1l"",""2l""]}]","[{""name"":""Fabric"",""value"":""Plastic""}]",/bottle-watter-1,"[{""id"":""girasol35.png"",""url"":""https://drive.google.com/uc?id=1YT19jigO7R4W4wLGkvXIngCtrRIol7s1"",""alt"":""girasol21""},{""id"":""girasol36.png"",""url"":""https://files.fm/thumb_show.php?i=vd37ymwx5u"",""alt"":""girasol22""}]",,Bottle Of Water 2l,1312341255,7764763312137676,11,true,1000,"{""width"":1.5,""height"":2.1,""length"":1.6}","[{""name"":""Volume"",""value"":""2l""}]","[""girasol36.png""]",1212,11,descriptioExample
,343443434322234321,active,Bottle of Oil,2,1,"[{""name"":""Volume"",""values"":[""1l"",""2l""]}]","[{""name"":""Fabric"",""value"":""Plastic""}]",/bottle-oil-4,"[{""id"":""girasol44.png"",""url"":""https://files.fm/thumb_show.php?i=vd37ymwx5u"",""alt"":""girasol22""}]",,Bottle Of Oil 1l,44423423411,33113241,11,true,1000,"{""width"":1.5,""height"":2.1,""length"":1.6}","[{""name"":""Volume"",""value"":""1l""}]","[""girasol44.png""]",1212,11,descriptioExample
344,65666,active,Flowers Sun Oil,1,1,"[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","[{""name"":""Fabric"",""value"":""Cotton""},{""name"":""Gender"",""value"":""Feminine""}]",/flower-sun-oil,"[{""id"":""sun83.png"",""url"":""https://drive.google.com/uc?id=1YT19jigO7R4W4wLGkvXIngCtrRIol7s1"",""alt"":""sun""},{""id"":""sun82.png"",""url"":""https://files.fm/thumb_show.php?i=vd37ymwx5u"",""alt"":""sun2""}]",685,Flower Sun 1,32323,978-33567,1234567,true,300,"{""width"":1.5,""height"":2.1,""length"":1.6}","[{""name"":""Color"",""value"":""Black""},{""name"":""Size"",""value"":""S""}]","[""sun82.png""]",1212,11,<p>Description Example</p><p></p><h1>111111</h1><p></p><h3><strong><em>123456789</em></strong></h3>
344,65666,active,Flowers Sun Oil,1,1,"[{""name"":""Color"",""values"":[""Black"",""White""]},{""name"":""Size"",""values"":[""S"",""M"",""L""]}]","[{""name"":""Fabric"",""value"":""Cotton""},{""name"":""Gender"",""value"":""Feminine""}]",/flower-sun-oil,"[{""id"":""sun83.png"",""url"":""https://drive.google.com/uc?id=1YT19jigO7R4W4wLGkvXIngCtrRIol7s1"",""alt"":""sun""},{""id"":""sun82.png"",""url"":""https://files.fm/thumb_show.php?i=vd37ymwx5u"",""alt"":""sun2""}]",686,Flower Sun 2,112467,978-33567,1234567,true,300,"{""width"":1.5,""height"":2.1,""length"":1.6}","[{""name"":""Color"",""value"":""White""},{""name"":""Size"",""value"":""L""}]","[""sun83.png""]",1212,11,<p>Description Example 2</p><p></p><h1>111111</h1><p></p><h3><strong><em>123456789</em></strong></h3>
,12312313335,active,Skin Glow Serum,4,1,"[{""name"":""Volume"",""values"":[""30ml"",""50ml""]}]","[{""name"":""Ingredients"",""value"":""Hyaluronic Acid, Vitamin C""}]",/skin-glow-serum,"[{""id"":""serum1.png"",""url"":""https://drive.google.com/uc?id=1YT19jigO7R4W4wLGkvXIngCtrRIol7s1"",""alt"":""serum1""},{""id"":""serum2.png"",""url"":""https://files.fm/thumb_show.php?i=vd37ymwx5u"",""alt"":""serum2""}]",,Glow Serum 30ml,33131313,776767676,11,true,1000,"{""width"":1.5,""height"":2.1,""length"":1.6}","[{""name"":""Volume"",""value"":""30ml""}]","[""serum1.png""]",1212,11,Hydrating serum for radiant skin
,12312313335,active,Revitalizing Shampoo,3,2,"[{""name"":""Volume"",""values"":[""250ml"",""500ml""]}]","[{""name"":""Hair Type"",""value"":""All Hair Types""}]",/revitalizing-shampoo,"[{""id"":""shampoo1.png"",""url"":""https://drive.google.com/uc?id=1YT19jigO7R4W4wLGkvXIngCtrRIol7s1"",""alt"":""shampoo1""},{""id"":""shampoo2.png"",""url"":""https://files.fm/thumb_show.php?i=vd37ymwx5u"",""alt"":""shampoo2""}]",,Revitalizing Shampoo 250ml,1312341255,7764763312137676,11,true,1000,"{""width"":1.5,""height"":2.1,""length"":1.6}","[{""name"":""Volume"",""value"":""250ml""}]","[""shampoo1.png""]",1212,11,Revitalize and nourish your hair
,343443434322234321,active,Luxury Rose Perfume,5,1,"[{""name"":""Volume"",""values"":[""50ml"",""100ml""]}]","[{""name"":""Fragrance Notes"",""value"":""Rose, Vanilla, Musk""}]",/luxury-rose-perfume,"[{""id"":""perfume1.png"",""url"":""https://drive.google.com/uc?id=1YT19jigO7R4W4wLGkvXIngCtrRIol7s1"",""alt"":""perfume1""},{""id"":""perfume2.png"",""url"":""https://files.fm/thumb_show.php?i=vd37ymwx5u"",""alt"":""perfume2""}]",,Luxury Rose Perfume 50ml,44423423411,33113241,11,true,1000,"{""width"":1.5,""height"":2.1,""length"":1.6}","[{""name"":""Volume"",""value"":""50ml""}]","[""perfume1.png""]",1212,11,Exquisite scent of roses
3434,65666,active,Nourishing Lip Balm,6,2,"[{""name"":""Volume"",""values"":[""5g"",""10g""]}]","[{""name"":""Ingredients"",""value"":""Shea Butter, Jojoba Oil""}]",/nourishing-lip-balm,"[{""id"":""lipbalm1.png"",""url"":""https://drive.google.com/uc?id=1YT19jigO7R4W4wLGkvXIngCtrRIol7s1"",""alt"":""lipbalm1""},{""id"":""lipbalm2.png"",""url"":""https://files.fm/thumb_show.php?i=vd37ymwx5u"",""alt"":""lipbalm2""}]",,Nourishing Lip Balm 5g,685,Flower Sun 1,32323,978-33567,1234567,true,300,"{""width"":1.5,""height"":2.1,""length"":1.6}","[{""name"":""Volume"",""value"":""5g""}]","[""lipbalm1.png""]",1212,11,Moisturize and protect your lips
11212,65666,active,Mineral Radiance Blush,7,1,"[{""name"":""Color"",""values"":[""Rose""}]",/mineral-radiance-blush,"[{""id"":""blush1.png"",""url"":""https://drive.google.com/uc?id=1YT19jigO7R4W4wLGkvXIngCtrRIol7s1"",""alt"":""blush1""},{""id"":""blush2.png"",""url"":""https://files.fm/thumb_show.php?i=vd37ymwx5u"",""alt"":""blush2""}]",686,Mineral Radiance Blush - Rose,112467,978-33567,1234567,true,300,"{""width"":1.5,""height"":2.1,""length"":1.6}","[{""name"":""Color"",""value"":""Rose""}]","[""blush1.png""]",1212,11,Natural glow for a radiant complexion
